DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
10-06-2020 00:15,4135001,zBIq5rxdHJRwDNY,0,0,0,6531405
10-06-2020 00:15,4135001,zVJPv84UY57bAof,0,0,0,7310456
10-06-2020 00:30,4135001,1BY6WEcLGh8j5v7,0,0,0,6439070
10-06-2020 00:30,4135001,1IF53ai7Xc0U56Y,0,0,0,6380022
10-06-2020 00:30,4135001,3PZuoBAID5Wc2HD,0,0,0,7183919
10-06-2020 00:30,4135001,7JYdWkrLSPkdwr4,0,0,0,7794729
10-06-2020 00:30,4135001,McdE0feGgRqW7Ca,0,0,0,7355017
10-06-2020 00:30,4135001,VHMLBKoKgIrUVDU,0,0,0,7402816
10-06-2020 00:30,4135001,WRmjgnKYAwPKWDb,0,0,0,7220978
10-06-2020 00:30,4135001,YxYtjZvoooNbGkE,0,0,0,7373268
10-06-2020 00:30,4135001,ZnxXDlPa8U1GXgE,0,0,0,6717772
10-06-2020 00:30,4135001,ZoEaEvLYb1n2sOq,0,0,0,7289679
10-06-2020 00:30,4135001,adLQvlD726eNBSB,0,0,0,6470277
10-06-2020 00:30,4135001,bvBOhCH3iADSZry,0,0,0,6493347
10-06-2020 00:30,4135001,iCRJl6heRkivqQ3,0,0,0,7373220
10-06-2020 00:30,4135001,ih0vzX44oOqAx2f,0,0,0,6374755
10-06-2020 00:30,4135001,pkci93gMrogZuBj,0,0,0,7362716
10-06-2020 00:30,4135001,rGa61gmuvPhdLxV,0,0,0,7304204
10-06-2020 00:30,4135001,sjndEbLyjtCKgGv,0,0,0,7209095
10-06-2020 00:30,4135001,uHbuxQJl8lW7ozc,0,0,0,7233863
10-06-2020 00:30,4135001,wCURE6d3bPkepu2,0,0,0,6975980
10-06-2020 00:30,4135001,z9Y9gH1T5YWrNuG,0,0,0,7199053
10-06-2020 00:30,4135001,zBIq5rxdHJRwDNY,0,0,0,6531405
10-06-2020 00:30,4135001,zVJPv84UY57bAof,0,0,0,7310456
10-06-2020 00:45,4135001,1BY6WEcLGh8j5v7,0,0,0,6439070
10-06-2020 00:45,4135001,1IF53ai7Xc0U56Y,0,0,0,6380022
10-06-2020 00:45,4135001,3PZuoBAID5Wc2HD,0,0,0,7183919
10-06-2020 00:45,4135001,7JYdWkrLSPkdwr4,0,0,0,7794729
10-06-2020 00:45,4135001,McdE0feGgRqW7Ca,0,0,0,7355017
10-06-2020 00:45,4135001,VHMLBKoKgIrUVDU,0,0,0,7402816
10-06-2020 00:45,4135001,WRmjgnKYAwPKWDb,0,0,0,7220978
10-06-2020 00:45,4135001,YxYtjZvoooNbGkE,0,0,0,7373268
10-06-2020 00:45,4135001,ZnxXDlPa8U1GXgE,0,0,0,6717772
10-06-2020 00:45,4135001,ZoEaEvLYb1n2sOq,0,0,0,7289679
10-06-2020 00:45,4135001,adLQvlD726eNBSB,0,0,0,6470277
10-06-2020 00:45,4135001,bvBOhCH3iADSZry,0,0,0,6493347
10-06-2020 00:45,4135001,iCRJl6heRkivqQ3,0,0,0,7373220
10-06-2020 00:45,4135001,ih0vzX44oOqAx2f,0,0,0,6374755
10-06-2020 00:45,4135001,pkci93gMrogZuBj,0,0,0,7362716
10-06-2020 00:45,4135001,rGa61gmuvPhdLxV,0,0,0,7304204
10-06-2020 00:45,4135001,sjndEbLyjtCKgGv,0,0,0,7209095
10-06-2020 00:45,4135001,uHbuxQJl8lW7ozc,0,0,0,7233863
10-06-2020 00:45,4135001,wCURE6d3bPkepu2,0,0,0,6975980
10-06-2020 00:45,4135001,z9Y9gH1T5YWrNuG,0,0,0,7199053
10-06-2020 00:45,4135001,zBIq5rxdHJRwDNY,0,0,0,6531405
10-06-2020 00:45,4135001,zVJPv84UY57bAof,0,0,0,7310456
10-06-2020 01:00,4135001,1BY6WEcLGh8j5v7,0,0,0,6439070
10-06-2020 01:00,4135001,1IF53ai7Xc0U56Y,0,0,0,6380022
10-06-2020 01:00,4135001,3PZuoBAID5Wc2HD,0,0,0,7183919
10-06-2020 01:00,4135001,7JYdWkrLSPkdwr4,0,0,0,7794729
10-06-2020 01:00,4135001,McdE0feGgRqW7Ca,0,0,0,7355017
10-06-2020 01:00,4135001,VHMLBKoKgIrUVDU,0,0,0,7402816
10-06-2020 01:00,4135001,WRmjgnKYAwPKWDb,0,0,0,7220978
10-06-2020 01:00,4135001,YxYtjZvoooNbGkE,0,0,0,7373268
10-06-2020 01:00,4135001,ZnxXDlPa8U1GXgE,0,0,0,6717772
10-06-2020 01:00,4135001,ZoEaEvLYb1n2sOq,0,0,0,7289679
10-06-2020 01:00,4135001,adLQvlD726eNBSB,0,0,0,6470277
10-06-2020 01:00,4135001,bvBOhCH3iADSZry,0,0,0,6493347
10-06-2020 01:00,4135001,iCRJl6heRkivqQ3,0,0,0,7373220
10-06-2020 01:00,4135001,ih0vzX44oOqAx2f,0,0,0,6374755
10-06-2020 01:00,4135001,pkci93gMrogZuBj,0,0,0,7362716
10-06-2020 01:00,4135001,rGa61gmuvPhdLxV,0,0,0,7304204
10-06-2020 01:00,4135001,sjndEbLyjtCKgGv,0,0,0,7209095
10-06-2020 01:00,4135001,uHbuxQJl8lW7ozc,0,0,0,7233863
10-06-2020 01:00,4135001,wCURE6d3bPkepu2,0,0,0,6975980
10-06-2020 01:00,4135001,z9Y9gH1T5YWrNuG,0,0,0,7199053
10-06-2020 01:00,4135001,zBIq5rxdHJRwDNY,0,0,0,6531405
10-06-2020 01:00,4135001,zVJPv84UY57bAof,0,0,0,7310456
10-06-2020 01:15,4135001,1BY6WEcLGh8j5v7,0,0,0,6439070
10-06-2020 01:15,4135001,1IF53ai7Xc0U56Y,0,0,0,6380022
10-06-2020 01:15,4135001,3PZuoBAID5Wc2HD,0,0,0,7183919
10-06-2020 01:15,4135001,7JYdWkrLSPkdwr4,0,0,0,7794729
10-06-2020 01:15,4135001,McdE0feGgRqW7Ca,0,0,0,7355017
10-06-2020 01:15,4135001,VHMLBKoKgIrUVDU,0,0,0,7402816
10-06-2020 01:15,4135001,WRmjgnKYAwPKWDb,0,0,0,7220978
10-06-2020 01:15,4135001,YxYtjZvoooNbGkE,0,0,0,7373268
10-06-2020 01:15,4135001,ZnxXDlPa8U1GXgE,0,0,0,6717772
10-06-2020 01:15,4135001,ZoEaEvLYb1n2sOq,0,0,0,7289679
10-06-2020 01:15,4135001,adLQvlD726eNBSB,0,0,0,6470277
10-06-2020 01:15,4135001,bvBOhCH3iADSZry,0,0,0,6493347
10-06-2020 01:15,4135001,iCRJl6heRkivqQ3,0,0,0,7373220
10-06-2020 01:15,4135001,ih0vzX44oOqAx2f,0,0,0,6374755
10-06-2020 01:15,4135001,pkci93gMrogZuBj,0,0,0,7362716
10-06-2020 01:15,4135001,rGa61gmuvPhdLxV,0,0,0,7304204
10-06-2020 01:15,4135001,sjndEbLyjtCKgGv,0,0,0,7209095
10-06-2020 01:15,4135001,uHbuxQJl8lW7ozc,0,0,0,7233863
10-06-2020 01:15,4135001,wCURE6d3bPkepu2,0,0,0,6975980
10-06-2020 01:15,4135001,z9Y9gH1T5YWrNuG,0,0,0,7199053
10-06-2020 01:15,4135001,zBIq5rxdHJRwDNY,0,0,0,6531405
10-06-2020 01:15,4135001,zVJPv84UY57bAof,0,0,0,7310456
10-06-2020 01:30,4135001,1BY6WEcLGh8j5v7,0,0,0,6439070
10-06-2020 01:30,4135001,1IF53ai7Xc0U56Y,0,0,0,6380022
10-06-2020 01:30,4135001,3PZuoBAID5Wc2HD,0,0,0,7183919
10-06-2020 01:30,4135001,7JYdWkrLSPkdwr4,0,0,0,7794729
10-06-2020 01:30,4135001,McdE0feGgRqW7Ca,0,0,0,7355017
10-06-2020 01:30,4135001,VHMLBKoKgIrUVDU,0,0,0,7402816
10-06-2020 01:30,4135001,WRmjgnKYAwPKWDb,0,0,0,7220978
10-06-2020 01:30,4135001,YxYtjZvoooNbGkE,0,0,0,7373268
10-06-2020 01:30,4135001,ZnxXDlPa8U1GXgE,0,0,0,6717772
10-06-2020 01:30,4135001,ZoEaEvLYb1n2sOq,0,0,0,7289679
10-06-2020 01:30,4135001,adLQvlD726eNBSB,0,0,0,6470277
10-06-2020 01:30,4135001,bvBOhCH3iADSZry,0,0,0,6493347
10-06-2020 01:30,4135001,iCRJl6heRkivqQ3,0,0,0,7373220
10-06-2020 01:30,4135001,ih0vzX44oOqAx2f,0,0,0,6374755
10-06-2020 01:30,4135001,pkci93gMrogZuBj,0,0,0,7362716
10-06-2020 01:30,4135001,rGa61gmuvPhdLxV,0,0,0,7304204
10-06-2020 01:30,4135001,sjndEbLyjtCKgGv,0,0,0,7209095
10-06-2020 01:30,4135001,uHbuxQJl8lW7ozc,0,0,0,7233863
10-06-2020 01:30,4135001,wCURE6d3bPkepu2,0,0,0,6975980
10-06-2020 01:30,4135001,z9Y9gH1T5YWrNuG,0,0,0,7199053
10-06-2020 01:30,4135001,zBIq5rxdHJRwDNY,0,0,0,6531405
10-06-2020 01:30,4135001,zVJPv84UY57bAof,0,0,0,7310456
10-06-2020 01:45,4135001,1BY6WEcLGh8j5v7,0,0,0,6439070
10-06-2020 01:45,4135001,1IF53ai7Xc0U56Y,0,0,0,6380022
10-06-2020 01:45,4135001,3PZuoBAID5Wc2HD,0,0,0,7183919
10-06-2020 01:45,4135001,7JYdWkrLSPkdwr4,0,0,0,7794729
10-06-2020 01:45,4135001,McdE0feGgRqW7Ca,0,0,0,7355017
10-06-2020 01:45,4135001,VHMLBKoKgIrUVDU,0,0,0,7402816
10-06-2020 01:45,4135001,WRmjgnKYAwPKWDb,0,0,0,7220978
10-06-2020 01:45,4135001,YxYtjZvoooNbGkE,0,0,0,7373268
10-06-2020 01:45,4135001,ZnxXDlPa8U1GXgE,0,0,0,6717772
10-06-2020 01:45,4135001,ZoEaEvLYb1n2sOq,0,0,0,7289679
10-06-2020 01:45,4135001,adLQvlD726eNBSB,0,0,0,6470277
10-06-2020 01:45,4135001,bvBOhCH3iADSZry,0,0,0,6493347
10-06-2020 01:45,4135001,iCRJl6heRkivqQ3,0,0,0,7373220
10-06-2020 01:45,4135001,ih0vzX44oOqAx2f,0,0,0,6374755
10-06-2020 01:45,4135001,pkci93gMrogZuBj,0,0,0,7362716
10-06-2020 01:45,4135001,rGa61gmuvPhdLxV,0,0,0,7304204
10-06-2020 01:45,4135001,sjndEbLyjtCKgGv,0,0,0,7209095
10-06-2020 01:45,4135001,uHbuxQJl8lW7ozc,0,0,0,7233863
10-06-2020 01:45,4135001,wCURE6d3bPkepu2,0,0,0,6975980
10-06-2020 01:45,4135001,z9Y9gH1T5YWrNuG,0,0,0,7199053
10-06-2020 01:45,4135001,zBIq5rxdHJRwDNY,0,0,0,6531405
10-06-2020 01:45,4135001,zVJPv84UY57bAof,0,0,0,7310456
10-06-2020 02:00,4135001,1BY6WEcLGh8j5v7,0,0,0,6439070
10-06-2020 02:00,4135001,1IF53ai7Xc0U56Y,0,0,0,6380022
10-06-2020 02:00,4135001,3PZuoBAID5Wc2HD,0,0,0,7183919
10-06-2020 02:00,4135001,7JYdWkrLSPkdwr4,0,0,0,7794729
10-06-2020 02:00,4135001,McdE0feGgRqW7Ca,0,0,0,7355017
10-06-2020 02:00,4135001,VHMLBKoKgIrUVDU,0,0,0,7402816
10-06-2020 02:00,4135001,WRmjgnKYAwPKWDb,0,0,0,7220978
10-06-2020 02:00,4135001,YxYtjZvoooNbGkE,0,0,0,7373268
10-06-2020 02:00,4135001,ZnxXDlPa8U1GXgE,0,0,0,6717772
10-06-2020 02:00,4135001,ZoEaEvLYb1n2sOq,0,0,0,7289679
10-06-2020 02:00,4135001,adLQvlD726eNBSB,0,0,0,6470277
10-06-2020 02:00,4135001,bvBOhCH3iADSZry,0,0,0,6493347
10-06-2020 02:00,4135001,iCRJl6heRkivqQ3,0,0,0,7373220
10-06-2020 02:00,4135001,ih0vzX44oOqAx2f,0,0,0,6374755
10-06-2020 02:00,4135001,pkci93gMrogZuBj,0,0,0,7362716
10-06-2020 02:00,4135001,rGa61gmuvPhdLxV,0,0,0,7304204
10-06-2020 02:00,4135001,sjndEbLyjtCKgGv,0,0,0,7209095
10-06-2020 02:00,4135001,uHbuxQJl8lW7ozc,0,0,0,7233863
10-06-2020 02:00,4135001,wCURE6d3bPkepu2,0,0,0,6975980
10-06-2020 02:00,4135001,z9Y9gH1T5YWrNuG,0,0,0,7199053
10-06-2020 02:00,4135001,zBIq5rxdHJRwDNY,0,0,0,6531405
10-06-2020 02:00,4135001,zVJPv84UY57bAof,0,0,0,7310456
10-06-2020 02:15,4135001,1BY6WEcLGh8j5v7,0,0,0,6439070
10-06-2020 02:15,4135001,1IF53ai7Xc0U56Y,0,0,0,6380022
10-06-2020 02:15,4135001,3PZuoBAID5Wc2HD,0,0,0,7183919
10-06-2020 02:15,4135001,7JYdWkrLSPkdwr4,0,0,0,7794729
10-06-2020 02:15,4135001,McdE0feGgRqW7Ca,0,0,0,7355017
10-06-2020 02:15,4135001,VHMLBKoKgIrUVDU,0,0,0,7402816
10-06-2020 02:15,4135001,WRmjgnKYAwPKWDb,0,0,0,7220978
10-06-2020 02:15,4135001,YxYtjZvoooNbGkE,0,0,0,7373268
10-06-2020 02:15,4135001,ZnxXDlPa8U1GXgE,0,0,0,6717772
10-06-2020 02:15,4135001,ZoEaEvLYb1n2sOq,0,0,0,7289679
10-06-2020 02:15,4135001,adLQvlD726eNBSB,0,0,0,6470277
10-06-2020 02:15,4135001,bvBOhCH3iADSZry,0,0,0,6493347
10-06-2020 02:15,4135001,iCRJl6heRkivqQ3,0,0,0,7373220
10-06-2020 02:15,4135001,ih0vzX44oOqAx2f,0,0,0,6374755
10-06-2020 02:15,4135001,pkci93gMrogZuBj,0,0,0,7362716
10-06-2020 02:15,4135001,rGa61gmuvPhdLxV,0,0,0,7304204
10-06-2020 02:15,4135001,sjndEbLyjtCKgGv,0,0,0,7209095
10-06-2020 02:15,4135001,uHbuxQJl8lW7ozc,0,0,0,7233863
10-06-2020 02:15,4135001,wCURE6d3bPkepu2,0,0,0,6975980
10-06-2020 02:15,4135001,z9Y9gH1T5YWrNuG,0,0,0,7199053
10-06-2020 02:15,4135001,zBIq5rxdHJRwDNY,0,0,0,6531405
10-06-2020 02:15,4135001,zVJPv84UY57bAof,0,0,0,7310456
10-06-2020 02:30,4135001,1BY6WEcLGh8j5v7,0,0,0,6439070
10-06-2020 02:30,4135001,1IF53ai7Xc0U56Y,0,0,0,6380022
10-06-2020 02:30,4135001,3PZuoBAID5Wc2HD,0,0,0,7183919
10-06-2020 02:30,4135001,7JYdWkrLSPkdwr4,0,0,0,7794729
10-06-2020 02:30,4135001,McdE0feGgRqW7Ca,0,0,0,7355017
10-06-2020 02:30,4135001,VHMLBKoKgIrUVDU,0,0,0,7402816
10-06-2020 02:30,4135001,WRmjgnKYAwPKWDb,0,0,0,7220978
10-06-2020 02:30,4135001,YxYtjZvoooNbGkE,0,0,0,7373268
10-06-2020 02:30,4135001,ZnxXDlPa8U1GXgE,0,0,0,6717772
10-06-2020 02:30,4135001,ZoEaEvLYb1n2sOq,0,0,0,7289679
10-06-2020 02:30,4135001,adLQvlD726eNBSB,0,0,0,6470277
10-06-2020 02:30,4135001,bvBOhCH3iADSZry,0,0,0,6493347
10-06-2020 02:30,4135001,iCRJl6heRkivqQ3,0,0,0,7373220
10-06-2020 02:30,4135001,ih0vzX44oOqAx2f,0,0,0,6374755
10-06-2020 02:30,4135001,pkci93gMrogZuBj,0,0,0,7362716
10-06-2020 02:30,4135001,rGa61gmuvPhdLxV,0,0,0,7304204
10-06-2020 02:30,4135001,sjndEbLyjtCKgGv,0,0,0,7209095
10-06-2020 02:30,4135001,uHbuxQJl8lW7ozc,0,0,0,7233863
10-06-2020 02:30,4135001,wCURE6d3bPkepu2,0,0,0,6975980
10-06-2020 02:30,4135001,z9Y9gH1T5YWrNuG,0,0,0,7199053
10-06-2020 02:30,4135001,zBIq5rxdHJRwDNY,0,0,0,6531405
10-06-2020 02:30,4135001,zVJPv84UY57bAof,0,0,0,7310456
10-06-2020 02:45,4135001,1BY6WEcLGh8j5v7,0,0,0,6439070
10-06-2020 02:45,4135001,1IF53ai7Xc0U56Y,0,0,0,6380022
10-06-2020 02:45,4135001,3PZuoBAID5Wc2HD,0,0,0,7183919
10-06-2020 02:45,4135001,7JYdWkrLSPkdwr4,0,0,0,7794729
10-06-2020 02:45,4135001,McdE0feGgRqW7Ca,0,0,0,7355017
10-06-2020 02:45,4135001,VHMLBKoKgIrUVDU,0,0,0,7402816
10-06-2020 02:45,4135001,WRmjgnKYAwPKWDb,0,0,0,7220978
10-06-2020 02:45,4135001,YxYtjZvoooNbGkE,0,0,0,7373268
10-06-2020 02:45,4135001,ZnxXDlPa8U1GXgE,0,0,0,6717772
10-06-2020 02:45,4135001,ZoEaEvLYb1n2sOq,0,0,0,7289679
10-06-2020 02:45,4135001,adLQvlD726eNBSB,0,0,0,6470277
10-06-2020 02:45,4135001,bvBOhCH3iADSZry,0,0,0,6493347
10-06-2020 02:45,4135001,iCRJl6heRkivqQ3,0,0,0,7373220
10-06-2020 02:45,4135001,ih0vzX44oOqAx2f,0,0,0,6374755
10-06-2020 02:45,4135001,pkci93gMrogZuBj,0,0,0,7362716
10-06-2020 02:45,4135001,rGa61gmuvPhdLxV,0,0,0,7304204
10-06-2020 02:45,4135001,sjndEbLyjtCKgGv,0,0,0,7209095
10-06-2020 02:45,4135001,uHbuxQJl8lW7ozc,0,0,0,7233863
10-06-2020 02:45,4135001,wCURE6d3bPkepu2,0,0,0,6975980
10-06-2020 02:45,4135001,z9Y9gH1T5YWrNuG,0,0,0,7199053
10-06-2020 02:45,4135001,zBIq5rxdHJRwDNY,0,0,0,6531405
10-06-2020 02:45,4135001,zVJPv84UY57bAof,0,0,0,7310456
10-06-2020 03:00,4135001,1BY6WEcLGh8j5v7,0,0,0,6439070
10-06-2020 03:00,4135001,1IF53ai7Xc0U56Y,0,0,0,6380022
10-06-2020 03:00,4135001,3PZuoBAID5Wc2HD,0,0,0,7183919
10-06-2020 03:00,4135001,7JYdWkrLSPkdwr4,0,0,0,7794729
10-06-2020 03:00,4135001,McdE0feGgRqW7Ca,0,0,0,7355017
10-06-2020 03:00,4135001,VHMLBKoKgIrUVDU,0,0,0,7402816
10-06-2020 03:00,4135001,WRmjgnKYAwPKWDb,0,0,0,7220978
10-06-2020 03:00,4135001,YxYtjZvoooNbGkE,0,0,0,7373268
10-06-2020 03:00,4135001,ZnxXDlPa8U1GXgE,0,0,0,6717772
10-06-2020 03:00,4135001,ZoEaEvLYb1n2sOq,0,0,0,7289679
10-06-2020 03:00,4135001,adLQvlD726eNBSB,0,0,0,6470277
10-06-2020 03:00,4135001,bvBOhCH3iADSZry,0,0,0,6493347
10-06-2020 03:00,4135001,iCRJl6heRkivqQ3,0,0,0,7373220
10-06-2020 03:00,4135001,ih0vzX44oOqAx2f,0,0,0,6374755
10-06-2020 03:00,4135001,pkci93gMrogZuBj,0,0,0,7362716
10-06-2020 03:00,4135001,rGa61gmuvPhdLxV,0,0,0,7304204
10-06-2020 03:00,4135001,sjndEbLyjtCKgGv,0,0,0,7209095
10-06-2020 03:00,4135001,uHbuxQJl8lW7ozc,0,0,0,7233863
10-06-2020 03:00,4135001,wCURE6d3bPkepu2,0,0,0,6975980
10-06-2020 03:00,4135001,z9Y9gH1T5YWrNuG,0,0,0,7199053
10-06-2020 03:00,4135001,zBIq5rxdHJRwDNY,0,0,0,6531405
10-06-2020 03:00,4135001,zVJPv84UY57bAof,0,0,0,7310456
10-06-2020 03:15,4135001,1BY6WEcLGh8j5v7,0,0,0,6439070
10-06-2020 03:15,4135001,1IF53ai7Xc0U56Y,0,0,0,6380022
10-06-2020 03:15,4135001,3PZuoBAID5Wc2HD,0,0,0,7183919
10-06-2020 03:15,4135001,7JYdWkrLSPkdwr4,0,0,0,7794729
10-06-2020 03:15,4135001,McdE0feGgRqW7Ca,0,0,0,7355017
10-06-2020 03:15,4135001,VHMLBKoKgIrUVDU,0,0,0,7402816
10-06-2020 03:15,4135001,WRmjgnKYAwPKWDb,0,0,0,7220978
10-06-2020 03:15,4135001,YxYtjZvoooNbGkE,0,0,0,7373268
10-06-2020 03:15,4135001,ZnxXDlPa8U1GXgE,0,0,0,6717772
10-06-2020 03:15,4135001,ZoEaEvLYb1n2sOq,0,0,0,7289679
10-06-2020 03:15,4135001,adLQvlD726eNBSB,0,0,0,6470277
10-06-2020 03:15,4135001,bvBOhCH3iADSZry,0,0,0,6493347
10-06-2020 03:15,4135001,iCRJl6heRkivqQ3,0,0,0,7373220
10-06-2020 03:15,4135001,ih0vzX44oOqAx2f,0,0,0,6374755
10-06-2020 03:15,4135001,pkci93gMrogZuBj,0,0,0,7362716
10-06-2020 03:15,4135001,rGa61gmuvPhdLxV,0,0,0,7304204
10-06-2020 03:15,4135001,sjndEbLyjtCKgGv,0,0,0,7209095
10-06-2020 03:15,4135001,uHbuxQJl8lW7ozc,0,0,0,7233863
10-06-2020 03:15,4135001,wCURE6d3bPkepu2,0,0,0,6975980
10-06-2020 03:15,4135001,z9Y9gH1T5YWrNuG,0,0,0,7199053
10-06-2020 03:15,4135001,zBIq5rxdHJRwDNY,0,0,0,6531405
10-06-2020 03:15,4135001,zVJPv84UY57bAof,0,0,0,7310456
10-06-2020 03:30,4135001,1BY6WEcLGh8j5v7,0,0,0,6439070
10-06-2020 03:30,4135001,1IF53ai7Xc0U56Y,0,0,0,6380022
10-06-2020 03:30,4135001,3PZuoBAID5Wc2HD,0,0,0,7183919
10-06-2020 03:30,4135001,7JYdWkrLSPkdwr4,0,0,0,7794729
10-06-2020 03:30,4135001,McdE0feGgRqW7Ca,0,0,0,7355017
10-06-2020 03:30,4135001,VHMLBKoKgIrUVDU,0,0,0,7402816
10-06-2020 03:30,4135001,WRmjgnKYAwPKWDb,0,0,0,7220978
10-06-2020 03:30,4135001,YxYtjZvoooNbGkE,0,0,0,7373268
10-06-2020 03:30,4135001,ZnxXDlPa8U1GXgE,0,0,0,6717772
10-06-2020 03:30,4135001,ZoEaEvLYb1n2sOq,0,0,0,7289679
10-06-2020 03:30,4135001,adLQvlD726eNBSB,0,0,0,6470277
10-06-2020 03:30,4135001,bvBOhCH3iADSZry,0,0,0,6493347
10-06-2020 03:30,4135001,iCRJl6heRkivqQ3,0,0,0,7373220
10-06-2020 03:30,4135001,ih0vzX44oOqAx2f,0,0,0,6374755
10-06-2020 03:30,4135001,pkci93gMrogZuBj,0,0,0,7362716
10-06-2020 03:30,4135001,rGa61gmuvPhdLxV,0,0,0,7304204
10-06-2020 03:30,4135001,sjndEbLyjtCKgGv,0,0,0,7209095
10-06-2020 03:30,4135001,uHbuxQJl8lW7ozc,0,0,0,7233863
10-06-2020 03:30,4135001,wCURE6d3bPkepu2,0,0,0,6975980
10-06-2020 03:30,4135001,z9Y9gH1T5YWrNuG,0,0,0,7199053
10-06-2020 03:30,4135001,zBIq5rxdHJRwDNY,0,0,0,6531405
10-06-2020 03:30,4135001,zVJPv84UY57bAof,0,0,0,7310456
10-06-2020 03:45,4135001,1BY6WEcLGh8j5v7,0,0,0,6439070
10-06-2020 03:45,4135001,1IF53ai7Xc0U56Y,0,0,0,6380022
10-06-2020 03:45,4135001,3PZuoBAID5Wc2HD,0,0,0,7183919
10-06-2020 03:45,4135001,7JYdWkrLSPkdwr4,0,0,0,7794729
10-06-2020 03:45,4135001,McdE0feGgRqW7Ca,0,0,0,7355017
10-06-2020 03:45,4135001,VHMLBKoKgIrUVDU,0,0,0,7402816
10-06-2020 03:45,4135001,WRmjgnKYAwPKWDb,0,0,0,7220978
10-06-2020 03:45,4135001,YxYtjZvoooNbGkE,0,0,0,7373268
10-06-2020 03:45,4135001,ZnxXDlPa8U1GXgE,0,0,0,6717772
10-06-2020 03:45,4135001,ZoEaEvLYb1n2sOq,0,0,0,7289679
10-06-2020 03:45,4135001,adLQvlD726eNBSB,0,0,0,6470277
10-06-2020 03:45,4135001,bvBOhCH3iADSZry,0,0,0,6493347
10-06-2020 03:45,4135001,iCRJl6heRkivqQ3,0,0,0,7373220
10-06-2020 03:45,4135001,ih0vzX44oOqAx2f,0,0,0,6374755
10-06-2020 03:45,4135001,pkci93gMrogZuBj,0,0,0,7362716
